Date,Price,Open,High,Low,Change %
17-Apr-15,"1,204.65","1,198.60","1,208.10","1,197.28",0.58%
16-Apr-15,"1,197.65","1,202.45","1,209.60","1,195.06",-0.37%
15-Apr-15,"1,202.05","1,193.21","1,205.35","1,189.38",0.71%
14-Apr-15,"1,193.58","1,199.20","1,202.10","1,184.18",-0.44%
13-Apr-15,"1,198.85","1,207.38","1,209.83","1,196.81",-0.76%
10-Apr-15,"1,208.05","1,194.30","1,211.10","1,193.30",1.09%
9-Apr-15,"1,195.01","1,203.07","1,203.76","1,192.86",-0.65%
8-Apr-15,"1,202.80","1,208.85","1,212.60","1,197.85",-0.48%
7-Apr-15,"1,208.60","1,214.69","1,215.91","1,207.45",-0.50%
6-Apr-15,"1,214.70","1,215.63","1,224.50","1,213.85",0.31%
3-Apr-15,"1,210.90","1,201.74","1,212.74","1,200.11",0.69%
2-Apr-15,"1,202.59","1,204.95","1,208.15","1,195.75",-0.13%
1-Apr-15,"1,204.10","1,183.35","1,209.00","1,180.35",1.74%
31-Mar-15,"1,183.50","1,185.40","1,191.20","1,178.45",-0.23%
30-Mar-15,"1,186.20","1,198.85","1,199.50","1,182.55",-1.09%
27-Mar-15,"1,199.30","1,204.25","1,206.70","1,192.91",-0.42%
26-Mar-15,"1,204.38","1,195.55","1,219.80","1,194.50",0.75%
25-Mar-15,"1,195.45","1,192.90","1,199.90","1,186.65",0.19%
24-Mar-15,"1,193.13","1,189.35","1,195.70","1,185.25",0.32%
23-Mar-15,"1,189.30","1,185.96","1,192.10","1,179.45",0.56%
20-Mar-15,"1,182.68","1,170.70","1,188.30","1,168.55",0.97%
19-Mar-15,"1,171.30","1,167.25","1,177.86","1,160.06",0.35%
18-Mar-15,"1,167.25","1,149.25","1,174.61","1,145.90",1.56%
17-Mar-15,"1,149.30","1,154.55","1,159.85","1,143.61",-0.46%
16-Mar-15,"1,154.59","1,158.50","1,164.46","1,150.60",-0.42%
13-Mar-15,"1,159.48","1,153.90","1,162.55","1,151.80",0.50%
12-Mar-15,"1,153.70","1,154.60","1,166.70","1,148.90",-0.10%
11-Mar-15,"1,154.80","1,162.15","1,165.95","1,147.85",-0.61%
10-Mar-15,"1,161.93","1,167.10","1,171.35","1,156.35",-0.46%
9-Mar-15,"1,167.30","1,168.65","1,176.15","1,166.15",0.01%
6-Mar-15,"1,167.21","1,198.65","1,201.29","1,163.94",-2.62%
5-Mar-15,"1,198.60","1,199.75","1,209.70","1,196.40",-0.10%
4-Mar-15,"1,199.85","1,203.75","1,209.40","1,198.25",-0.33%
3-Mar-15,"1,203.80","1,207.19","1,215.09","1,195.39",-0.27%
2-Mar-15,"1,207.10","1,213.80","1,223.60","1,204.60",-0.50%
27-Feb-15,"1,213.15","1,209.45","1,219.90","1,204.65",0.34%
26-Feb-15,"1,209.05","1,205.16","1,220.75","1,203.95",0.35%
25-Feb-15,"1,204.80","1,199.55","1,212.20","1,199.50",0.41%
24-Feb-15,"1,199.89","1,201.71","1,204.60","1,191.30",-0.17%
23-Feb-15,"1,201.92","1,201.89","1,210.70","1,191.51",-0.04%
20-Feb-15,"1,202.39","1,207.41","1,215.39","1,198.43",-0.42%
19-Feb-15,"1,207.45","1,212.70","1,223.50","1,205.40",-0.46%
18-Feb-15,"1,212.99","1,209.41","1,212.99","1,197.95",0.30%
17-Feb-15,"1,209.40","1,231.05","1,234.15","1,203.70",-1.79%
16-Feb-15,"1,231.47","1,228.58","1,236.88","1,228.01",0.14%
13-Feb-15,"1,229.70","1,222.38","1,235.70","1,221.01",0.59%
12-Feb-15,"1,222.50","1,218.73","1,232.90","1,216.75",0.27%
11-Feb-15,"1,219.16","1,233.75","1,239.30","1,218.26",-1.20%
10-Feb-15,"1,234.00","1,239.55","1,246.00","1,230.70",-0.46%
9-Feb-15,"1,239.68","1,235.18","1,244.35","1,234.54",0.48%
6-Feb-15,"1,233.72","1,264.82","1,269.30","1,228.75",-2.45%
5-Feb-15,"1,264.70","1,269.90","1,274.00","1,256.52",-0.42%
4-Feb-15,"1,270.05","1,260.25","1,272.20","1,256.85",0.78%
3-Feb-15,"1,260.20","1,275.40","1,285.59","1,255.70",-1.19%
2-Feb-15,"1,275.44","1,281.81","1,283.85","1,266.93",-0.63%
30-Jan-15,"1,283.55","1,257.61","1,285.35","1,257.25",2.09%
29-Jan-15,"1,257.25","1,285.35","1,286.25","1,252.61",-2.17%
28-Jan-15,"1,285.10","1,292.35","1,294.55","1,281.50",-0.56%
27-Jan-15,"1,292.35","1,281.08","1,297.77","1,272.58",0.87%
26-Jan-15,"1,281.24","1,293.68","1,299.14","1,276.14",-1.03%
23-Jan-15,"1,294.55","1,301.38","1,302.90","1,284.66",-0.55%
22-Jan-15,"1,301.73","1,293.20","1,306.70","1,279.55",0.64%
21-Jan-15,"1,293.44","1,293.64","1,305.38","1,285.59",-0.04%
20-Jan-15,"1,293.94","1,276.54","1,297.23","1,274.09",1.32%
19-Jan-15,"1,277.08","1,279.67","1,281.63","1,272.22",-0.25%
16-Jan-15,"1,280.30","1,262.05","1,281.99","1,255.37",1.48%
15-Jan-15,"1,261.64","1,229.95","1,266.59","1,226.18",2.58%
14-Jan-15,"1,229.95","1,230.76","1,244.40","1,224.95",-0.08%
13-Jan-15,"1,230.88","1,233.62","1,244.12","1,227.53",-0.22%
12-Jan-15,"1,233.64","1,223.00","1,236.29","1,218.56",0.84%
9-Jan-15,"1,223.40","1,209.65","1,224.00","1,207.45",1.19%
8-Jan-15,"1,208.98","1,210.51","1,216.65","1,204.67",-0.15%
7-Jan-15,"1,210.80","1,219.55","1,219.85","1,209.20",-0.69%
6-Jan-15,"1,219.20","1,204.85","1,223.15","1,201.85",1.22%
5-Jan-15,"1,204.45","1,189.34","1,208.15","1,183.45",1.28%
2-Jan-15,"1,189.18","1,182.70","1,194.60","1,168.75",0.61%
1-Jan-15,"1,181.97","1,183.78","1,184.53","1,181.97",-0.17%
31-Dec-14,"1,183.95","1,200.26","1,204.00","1,179.55",-1.36%
30-Dec-14,"1,200.24","1,183.37","1,210.29","1,180.89",1.45%
29-Dec-14,"1,183.10","1,195.71","1,197.79","1,179.35",-1.03%
26-Dec-14,"1,195.40","1,173.45","1,199.75","1,173.45",1.84%
24-Dec-14,"1,173.80","1,175.70","1,181.80","1,173.05",-0.16%
23-Dec-14,"1,175.68","1,175.03","1,185.49","1,172.59",0.05%
22-Dec-14,"1,175.05","1,195.33","1,202.18","1,170.56",-1.75%
19-Dec-14,"1,195.95","1,198.55","1,202.10","1,193.90",-0.20%
18-Dec-14,"1,198.40","1,188.70","1,213.55","1,188.65",0.82%
17-Dec-14,"1,188.70","1,196.69","1,203.40","1,184.23",-0.66%
16-Dec-14,"1,196.60","1,192.59","1,221.79","1,188.80",0.34%
15-Dec-14,"1,192.60","1,222.25","1,224.24","1,190.97",-2.45%
12-Dec-14,"1,222.60","1,227.99","1,228.38","1,215.98",-0.44%
11-Dec-14,"1,227.95","1,226.75","1,233.20","1,216.30",0.10%
10-Dec-14,"1,226.75","1,230.43","1,238.25","1,224.78",-0.33%
9-Dec-14,"1,230.85","1,203.64","1,238.55","1,199.45",2.30%
8-Dec-14,"1,203.20","1,193.09","1,208.59","1,187.31",0.94%
5-Dec-14,"1,192.05","1,205.70","1,208.20","1,186.50",-1.14%
4-Dec-14,"1,205.78","1,209.70","1,213.70","1,201.53",-0.32%
3-Dec-14,"1,209.64","1,199.01","1,214.95","1,194.65",0.89%
2-Dec-14,"1,199.01","1,210.74","1,213.05","1,192.32",-0.98%
1-Dec-14,"1,210.90","1,167.06","1,221.46","1,143.38",3.73%
28-Nov-14,"1,167.35","1,190.70","1,191.56","1,165.35",-2.05%
27-Nov-14,"1,191.75","1,198.20","1,200.10","1,185.95",-0.51%
26-Nov-14,"1,197.90","1,200.96","1,202.61","1,195.02",-0.27%
25-Nov-14,"1,201.19","1,197.55","1,203.40","1,190.80",0.32%
24-Nov-14,"1,197.40","1,201.53","1,204.24","1,192.85",-0.33%
21-Nov-14,"1,201.40","1,193.78","1,208.01","1,186.95",0.64%
20-Nov-14,"1,193.75","1,183.36","1,197.31","1,176.87",0.88%
19-Nov-14,"1,183.30","1,197.57","1,202.77","1,175.97",-1.19%
18-Nov-14,"1,197.55","1,186.42","1,205.00","1,183.30",0.93%
17-Nov-14,"1,186.55","1,188.75","1,194.26","1,181.62",-0.14%
14-Nov-14,"1,188.25","1,162.09","1,193.74","1,147.04",2.26%
13-Nov-14,"1,161.96","1,160.84","1,168.12","1,154.24",0.09%
12-Nov-14,"1,160.92","1,164.67","1,170.37","1,157.51",-0.33%
11-Nov-14,"1,164.80","1,150.65","1,173.60","1,146.32",1.23%
10-Nov-14,"1,150.60","1,179.41","1,179.41","1,147.45",-2.21%
7-Nov-14,"1,176.65","1,141.20","1,178.99","1,132.25",3.11%
6-Nov-14,"1,141.20","1,141.45","1,149.70","1,138.10",-0.02%
5-Nov-14,"1,141.40","1,168.19","1,169.85","1,137.70",-2.30%
4-Nov-14,"1,168.30","1,165.55","1,174.30","1,164.00",0.25%
3-Nov-14,"1,165.35","1,173.76","1,174.17","1,162.17",-0.77%
31-Oct-14,"1,174.42","1,198.91","1,203.30","1,161.75",-2.04%
30-Oct-14,"1,198.90","1,211.50","1,216.76","1,195.96",-1.06%
29-Oct-14,"1,211.80","1,228.21","1,230.86","1,208.52",-1.35%
28-Oct-14,"1,228.40","1,225.76","1,235.81","1,222.90",0.24%
27-Oct-14,"1,225.40","1,231.50","1,232.26","1,225.06",-0.49%
24-Oct-14,"1,231.46","1,232.59","1,234.70","1,229.10",-0.06%
23-Oct-14,"1,232.15","1,240.85","1,244.96","1,226.43",-0.72%
22-Oct-14,"1,241.03","1,249.57","1,250.08","1,240.66",-0.66%
21-Oct-14,"1,249.30","1,246.99","1,255.60","1,245.40",0.22%
20-Oct-14,"1,246.60","1,238.54","1,248.94","1,234.70",0.68%
17-Oct-14,"1,238.19","1,239.69","1,242.30","1,231.99",-0.07%
16-Oct-14,"1,239.10","1,241.67","1,245.60","1,235.75",-0.16%
15-Oct-14,"1,241.07","1,233.65","1,249.80","1,222.17",0.67%
14-Oct-14,"1,232.75","1,237.08","1,238.30","1,231.25",-0.36%
13-Oct-14,"1,237.15","1,223.54","1,237.65","1,223.34",1.12%
10-Oct-14,"1,223.48","1,224.49","1,225.84","1,217.60",-0.05%
9-Oct-14,"1,224.15","1,221.84","1,233.60","1,219.15",0.20%
8-Oct-14,"1,221.70","1,209.39","1,223.84","1,205.12",1.05%
7-Oct-14,"1,209.00","1,207.15","1,213.06","1,202.91",0.15%
6-Oct-14,"1,207.15","1,191.79","1,209.20","1,183.96",1.34%
3-Oct-14,"1,191.20","1,213.84","1,215.90","1,190.14",-1.84%
2-Oct-14,"1,213.50","1,213.34","1,221.84","1,208.69",-0.01%
1-Oct-14,"1,213.65","1,209.00","1,219.66","1,204.75",0.36%
30-Sep-14,"1,209.24","1,216.24","1,219.96","1,204.90",-0.55%
29-Sep-14,"1,215.95","1,219.20","1,223.76","1,214.78",-0.29%
26-Sep-14,"1,219.51","1,222.59","1,230.50","1,212.54",-0.25%
25-Sep-14,"1,222.62","1,217.02","1,224.88","1,207.03",0.46%
24-Sep-14,"1,217.05","1,222.81","1,226.16","1,215.96",-0.48%
23-Sep-14,"1,222.95","1,215.30","1,235.06","1,214.11",0.65%
22-Sep-14,"1,215.05","1,216.54","1,220.70","1,208.72",-0.12%
19-Sep-14,"1,216.45","1,225.50","1,228.86","1,213.87",-0.73%
18-Sep-14,"1,225.45","1,223.20","1,228.06","1,216.27",0.18%
17-Sep-14,"1,223.25","1,234.95","1,239.46","1,221.67",-0.97%
16-Sep-14,"1,235.20","1,233.10","1,242.16","1,231.92",0.18%
15-Sep-14,"1,233.00","1,228.40","1,238.56","1,225.56",0.36%
12-Sep-14,"1,228.63","1,240.59","1,242.04","1,227.75",-0.98%
11-Sep-14,"1,240.75","1,248.68","1,250.46","1,234.97",-0.64%
10-Sep-14,"1,248.75","1,256.19","1,258.15","1,243.91",-0.59%
9-Sep-14,"1,256.20","1,255.43","1,258.25","1,247.41",0.04%
8-Sep-14,"1,255.70","1,268.75","1,271.85","1,251.50",-1.04%
5-Sep-14,"1,268.85","1,260.96","1,273.71","1,257.16",0.61%
4-Sep-14,"1,261.10","1,268.80","1,276.76","1,260.26",-0.63%
3-Sep-14,"1,269.07","1,266.14","1,271.80","1,261.69",0.25%
2-Sep-14,"1,265.90","1,287.59","1,288.10","1,262.92",-1.66%
1-Sep-14,"1,287.30","1,287.05","1,290.36","1,282.80",-0.02%
29-Aug-14,"1,287.57","1,290.29","1,291.80","1,283.66",-0.19%
28-Aug-14,"1,290.00","1,282.75","1,296.76","1,283.02",0.55%
27-Aug-14,"1,282.95","1,281.09","1,288.00","1,280.40",0.16%
26-Aug-14,"1,280.90","1,276.55","1,291.06","1,275.50",0.34%
25-Aug-14,"1,276.60","1,279.67","1,281.06","1,274.42",-0.36%
22-Aug-14,"1,281.23","1,276.64","1,283.50","1,274.49",0.31%
21-Aug-14,"1,277.25","1,291.80","1,291.80","1,273.32",-1.15%
20-Aug-14,"1,292.15","1,295.60","1,297.91","1,288.04",-0.26%
19-Aug-14,"1,295.50","1,297.65","1,302.61","1,293.96",-0.15%
18-Aug-14,"1,297.46","1,303.91","1,304.07","1,295.72",-0.55%
15-Aug-14,"1,304.60","1,312.95","1,315.41","1,292.61",-0.66%
14-Aug-14,"1,313.24","1,312.86","1,319.60","1,309.19",0.03%
13-Aug-14,"1,312.86","1,308.69","1,315.60","1,304.90",0.33%
12-Aug-14,"1,308.60","1,307.90","1,317.86","1,305.46",0.04%
11-Aug-14,"1,308.10","1,309.35","1,311.66","1,304.96",-0.11%
8-Aug-14,"1,309.60","1,313.50","1,322.86","1,306.16",-0.30%
7-Aug-14,"1,313.55","1,305.89","1,314.75","1,302.11",0.56%
6-Aug-14,"1,306.25","1,288.05","1,309.86","1,287.46",1.42%
5-Aug-14,"1,288.00","1,287.91","1,293.66","1,282.56",-0.03%
4-Aug-14,"1,288.35","1,293.98","1,295.81","1,286.17",-0.44%
1-Aug-14,"1,294.10","1,282.24","1,297.20","1,280.90",0.92%
31-Jul-14,"1,282.35","1,294.86","1,297.56","1,281.02",-0.98%
30-Jul-14,"1,295.05","1,298.94","1,302.76","1,291.85",-0.28%
29-Jul-14,"1,298.75","1,304.59","1,312.75","1,295.85",-0.42%
28-Jul-14,"1,304.25","1,308.25","1,309.46","1,301.42",-0.29%
25-Jul-14,"1,308.05","1,294.00","1,308.50","1,290.16",1.14%
24-Jul-14,"1,293.35","1,304.14","1,305.35","1,287.81",-0.83%
23-Jul-14,"1,304.15","1,307.70","1,311.31","1,302.61",-0.24%
22-Jul-14,"1,307.35","1,311.89","1,315.20","1,301.75",-0.35%
21-Jul-14,"1,311.90","1,311.05","1,318.51","1,307.01",0.08%
18-Jul-14,"1,310.90","1,318.70","1,324.75","1,304.57",-0.56%
17-Jul-14,"1,318.25","1,300.24","1,324.65","1,297.85",1.45%
16-Jul-14,"1,299.37","1,294.40","1,304.40","1,292.90",0.38%
15-Jul-14,"1,294.45","1,306.85","1,314.25","1,292.05",-0.97%
14-Jul-14,"1,307.15","1,338.45","1,339.71","1,303.21",-2.32%
11-Jul-14,"1,338.15","1,335.81","1,339.54","1,333.87",0.19%
10-Jul-14,"1,335.55","1,319.34","1,345.65","1,319.34",0.67%
9-Jul-14,"1,326.70","1,319.69","1,332.69","1,318.50",0.59%
8-Jul-14,"1,318.95","1,319.75","1,325.35","1,313.45",-0.09%
7-Jul-14,"1,320.20","1,320.16","1,320.30","1,311.90",-0.03%
4-Jul-14,"1,320.55","1,320.29","1,323.80","1,318.80",0.06%
3-Jul-14,"1,319.80","1,327.70","1,327.70","1,309.95",-0.58%
2-Jul-14,"1,327.45","1,325.58","1,332.21","1,321.32",0.13%
1-Jul-14,"1,325.75","1,327.15","1,332.41","1,323.72",-0.13%
30-Jun-14,"1,327.50","1,315.80","1,329.41","1,310.21",0.92%
27-Jun-14,"1,315.35","1,317.91","1,322.31","1,312.76",-0.20%
26-Jun-14,"1,317.95","1,318.65","1,320.15","1,306.25",-0.12%
25-Jun-14,"1,319.50","1,318.74","1,325.15","1,310.80",0.09%
24-Jun-14,"1,318.30","1,318.54","1,326.60","1,314.15",0.02%
23-Jun-14,"1,318.10","1,313.70","1,318.61","1,309.91",0.25%
20-Jun-14,"1,314.82","1,320.20","1,322.40","1,306.75",-0.40%
19-Jun-14,"1,320.10","1,278.44","1,322.10","1,276.01",3.26%
18-Jun-14,"1,278.40","1,271.30","1,280.00","1,266.96",0.54%
17-Jun-14,"1,271.50","1,271.65","1,273.56","1,259.16",-0.01%
16-Jun-14,"1,271.60","1,277.06","1,285.16","1,270.51",-0.42%
13-Jun-14,"1,277.00","1,273.69","1,278.20","1,271.00",0.29%
12-Jun-14,"1,273.36","1,261.49","1,275.00","1,260.05",1.00%
11-Jun-14,"1,260.74","1,260.49","1,265.50","1,258.00",0.00%
10-Jun-14,"1,260.80","1,252.15","1,263.31","1,250.21",0.70%
9-Jun-14,"1,252.08","1,253.79","1,257.70","1,251.76",-0.05%
6-Jun-14,"1,252.73","1,253.69","1,258.00","1,246.31",-0.07%
5-Jun-14,"1,253.60","1,243.80","1,256.81","1,241.21",0.79%
4-Jun-14,"1,243.80","1,245.24","1,250.00","1,243.50",-0.07%
3-Jun-14,"1,244.65","1,244.39","1,248.15","1,241.06",0.02%
2-Jun-14,"1,244.35","1,250.89","1,250.89","1,241.04",-0.54%
30-May-14,"1,251.05","1,256.00","1,260.46","1,242.35",-0.40%
29-May-14,"1,256.05","1,258.79","1,260.50","1,251.55",-0.19%
28-May-14,"1,258.50","1,263.70","1,267.69","1,256.02",-0.41%
27-May-14,"1,263.70","1,292.95","1,293.70","1,263.50",-2.27%
26-May-14,"1,293.05","1,292.71","1,294.41","1,290.91",0.00%
23-May-14,"1,293.11","1,294.04","1,295.95","1,287.99",-0.06%
22-May-14,"1,293.85","1,292.04","1,303.85","1,290.05",0.15%
21-May-14,"1,291.85","1,294.15","1,296.60","1,283.45",-0.19%
20-May-14,"1,294.25","1,292.15","1,297.05","1,286.15",0.18%
19-May-14,"1,291.95","1,293.42","1,305.25","1,289.66",-0.14%
16-May-14,"1,293.70","1,296.61","1,298.76","1,287.85",-0.20%
15-May-14,"1,296.35","1,305.45","1,307.35","1,291.15",-0.71%
14-May-14,"1,305.60","1,294.46","1,309.40","1,291.79",0.95%
13-May-14,"1,293.35","1,295.91","1,299.21","1,289.25",-0.19%
12-May-14,"1,295.80","1,289.20","1,304.30","1,280.10",0.50%
9-May-14,"1,289.33","1,289.50","1,294.90","1,285.64",-0.02%
8-May-14,"1,289.60","1,289.74","1,295.30","1,285.74",0.00%
7-May-14,"1,289.55","1,308.01","1,315.31","1,287.00",-1.38%
6-May-14,"1,307.65","1,309.90","1,314.71","1,305.00",-0.17%
5-May-14,"1,309.85","1,300.74","1,315.95","1,299.61",0.73%
2-May-14,"1,300.32","1,284.19","1,304.90","1,277.10",1.26%
1-May-14,"1,284.10","1,291.65","1,293.21","1,277.70",-0.60%
30-Apr-14,"1,291.90","1,296.01","1,298.01","1,285.80",-0.35%
29-Apr-14,"1,296.48","1,296.04","1,301.40","1,286.49",0.03%
28-Apr-14,"1,296.10","1,303.20","1,306.61","1,292.30",-0.56%
25-Apr-14,"1,303.45","1,294.01","1,305.61","1,290.60",0.74%
24-Apr-14,"1,293.85","1,284.01","1,298.51","1,268.85",0.77%
23-Apr-14,"1,283.90","1,283.51","1,289.22","1,281.05",0.03%
22-Apr-14,"1,283.50","1,290.24","1,293.00","1,277.60",-0.52%
21-Apr-14,"1,290.15","1,294.67","1,301.51","1,282.01",-0.28%
18-Apr-14,"1,293.78","1,293.78","1,293.78","1,293.78",-0.08%
17-Apr-14,"1,294.85","1,302.40","1,304.80","1,293.24",-0.61%
16-Apr-14,"1,302.80","1,302.84","1,307.60","1,293.59",0.01%
15-Apr-14,"1,302.65","1,326.81","1,328.51","1,290.95",-1.79%
14-Apr-14,"1,326.40","1,318.94","1,331.20","1,318.84",0.60%
11-Apr-14,"1,318.47","1,317.94","1,324.33","1,314.24",-0.03%
10-Apr-14,"1,318.92","1,311.64","1,324.90","1,310.84",0.54%
9-Apr-14,"1,311.90","1,308.25","1,315.30","1,300.94",0.24%
8-Apr-14,"1,308.72","1,296.29","1,314.93","1,296.29",0.93%
7-Apr-14,"1,296.65","1,302.90","1,304.80","1,295.80",-0.46%
4-Apr-14,"1,302.70","1,286.62","1,307.09","1,284.33",1.20%
3-Apr-14,"1,287.30","1,289.89","1,294.20","1,281.59",-0.19%
2-Apr-14,"1,289.80","1,279.85","1,295.21","1,278.65",0.83%
1-Apr-14,"1,279.15","1,283.79","1,288.25","1,277.44",-0.40%
31-Mar-14,"1,284.25","1,294.30","1,298.81","1,282.65",-0.75%
28-Mar-14,"1,294.00","1,293.64","1,299.20","1,285.84",0.22%
27-Mar-14,"1,291.14","1,304.14","1,307.15","1,289.30",-0.99%
26-Mar-14,"1,304.10","1,311.25","1,317.01","1,298.90",-0.53%
25-Mar-14,"1,311.05","1,309.60","1,317.86","1,306.20",0.11%
24-Mar-14,"1,309.62","1,334.74","1,334.86","1,308.04",-1.87%
21-Mar-14,"1,334.55","1,328.55","1,343.04","1,328.45",0.46%
20-Mar-14,"1,328.50","1,331.05","1,335.21","1,320.85",-0.22%
19-Mar-14,"1,331.45","1,355.95","1,360.26","1,328.00",-1.83%
18-Mar-14,"1,356.25","1,366.80","1,367.77","1,350.80",-0.78%
17-Mar-14,"1,366.95","1,382.07","1,392.37","1,362.53",-1.11%
14-Mar-14,"1,382.24","1,370.59","1,388.40","1,368.06",0.85%
13-Mar-14,"1,370.60","1,367.50","1,375.46","1,364.65",0.26%
12-Mar-14,"1,367.08","1,349.39","1,371.10","1,345.44",1.27%
11-Mar-14,"1,349.95","1,339.35","1,353.11","1,338.00",0.81%
10-Mar-14,"1,339.15","1,339.27","1,345.41","1,329.47",-0.08%
7-Mar-14,"1,340.25","1,351.21","1,352.90","1,329.75",-0.82%
6-Mar-14,"1,351.35","1,337.45","1,353.37","1,331.35",1.04%
5-Mar-14,"1,337.39","1,334.83","1,341.88","1,332.58",0.19%
4-Mar-14,"1,334.90","1,350.95","1,352.61","1,331.54",-1.18%
3-Mar-14,"1,350.90","1,326.50","1,355.41","1,326.50",1.85%
28-Feb-14,"1,326.40","1,331.67","1,333.91","1,320.22",-0.38%
27-Feb-14,"1,331.44","1,330.58","1,336.48","1,323.97",0.05%
26-Feb-14,"1,330.75","1,340.31","1,345.40","1,322.14",-0.75%
25-Feb-14,"1,340.75","1,337.00","1,344.01","1,331.72",0.28%
24-Feb-14,"1,337.00","1,324.99","1,339.00","1,319.11",1.03%
21-Feb-14,"1,323.39","1,322.72","1,328.79","1,316.12",0.04%
20-Feb-14,"1,322.89","1,311.64","1,325.18","1,307.85",0.85%
19-Feb-14,"1,311.80","1,321.84","1,323.39","1,308.93",-0.74%
18-Feb-14,"1,321.60","1,329.20","1,332.71","1,312.95",-0.56%
17-Feb-14,"1,329.10","1,319.15","1,330.37","1,318.65",0.77%
14-Feb-14,"1,318.93","1,302.83","1,321.34","1,299.97",1.25%
13-Feb-14,"1,302.70","1,291.11","1,302.80","1,286.14",0.89%
12-Feb-14,"1,291.25","1,292.02","1,296.52","1,284.40",-0.05%
11-Feb-14,"1,291.85","1,274.79","1,293.83","1,273.80",1.33%
10-Feb-14,"1,274.90","1,266.31","1,278.31","1,265.40",0.62%
7-Feb-14,"1,267.06","1,257.68","1,272.18","1,256.22",0.75%
6-Feb-14,"1,257.64","1,258.14","1,266.98","1,252.88",-0.03%
5-Feb-14,"1,258.01","1,254.86","1,273.73","1,252.51",0.24%
4-Feb-14,"1,255.00","1,257.99","1,260.93","1,247.62",-0.21%
3-Feb-14,"1,257.64","1,245.14","1,266.54","1,240.68",1.11%
31-Jan-14,"1,243.80","1,244.07","1,255.51","1,238.75",0.01%
30-Jan-14,"1,243.70","1,268.24","1,268.53","1,238.39",-1.95%
29-Jan-14,"1,268.40","1,256.90","1,270.27","1,249.65",0.94%
28-Jan-14,"1,256.55","1,257.01","1,261.51","1,249.36",-0.04%
27-Jan-14,"1,257.07","1,268.85","1,278.48","1,252.16",-0.96%
24-Jan-14,"1,269.25","1,264.67","1,273.31","1,257.20",0.39%
23-Jan-14,"1,264.35","1,236.64","1,265.80","1,231.76",2.25%
22-Jan-14,"1,236.49","1,241.55","1,244.14","1,236.14",-0.40%
21-Jan-14,"1,241.49","1,254.18","1,256.24","1,236.07",-1.03%
20-Jan-14,"1,254.35","1,254.01","1,261.00","1,251.32",0.04%
17-Jan-14,"1,253.82","1,242.53","1,255.28","1,238.05",0.91%
16-Jan-14,"1,242.55","1,241.49","1,245.26","1,236.55",0.07%
15-Jan-14,"1,241.74","1,245.10","1,245.39","1,234.49",-0.27%
14-Jan-14,"1,245.10","1,253.12","1,255.38","1,241.83",-0.67%
13-Jan-14,"1,253.44","1,248.28","1,255.18","1,243.72",0.51%
10-Jan-14,"1,247.10","1,228.01","1,248.81","1,226.94",1.56%
9-Jan-14,"1,228.00","1,226.17","1,231.91","1,224.02",0.15%
8-Jan-14,"1,226.10","1,231.97","1,232.84","1,218.83",-0.49%
7-Jan-14,"1,232.10","1,238.17","1,245.86","1,225.20",-0.48%
6-Jan-14,"1,238.05","1,236.93","1,248.76","1,233.10",0.12%
3-Jan-14,"1,236.55","1,224.94","1,240.38","1,222.14",0.95%
2-Jan-14,"1,224.89","1,204.88","1,231.04","1,203.72",1.57%
1-Jan-14,"1,205.90","1,210.41","1,210.61","1,199.40",0.03%
31-Dec-13,"1,205.55","1,196.62","1,214.21","1,185.11",0.76%
30-Dec-13,"1,196.40","1,212.15","1,216.26","1,195.39",-1.38%
27-Dec-13,"1,213.19","1,210.59","1,219.04","1,209.03",0.21%
26-Dec-13,"1,210.70","1,204.99","1,216.10","1,201.24",0.50%
25-Dec-13,"1,204.70","1,204.69","1,205.10","1,203.29",0.03%
24-Dec-13,"1,204.35","1,199.44","1,206.36","1,197.01",0.46%
23-Dec-13,"1,198.84","1,203.52","1,206.38","1,192.77",-0.37%
20-Dec-13,"1,203.25","1,190.51","1,207.60","1,185.71",1.10%
19-Dec-13,"1,190.10","1,217.96","1,226.76","1,186.80",-2.30%
18-Dec-13,"1,218.07","1,231.54","1,244.70","1,216.15",-0.98%
17-Dec-13,"1,230.10","1,240.30","1,248.60","1,227.80",-0.84%
16-Dec-13,"1,240.57","1,238.08","1,251.89","1,227.59",0.18%
13-Dec-13,"1,238.30","1,223.80","1,239.00","1,220.60",1.18%
12-Dec-13,"1,223.80","1,251.30","1,257.40","1,223.50",-2.23%
11-Dec-13,"1,251.75","1,260.91","1,263.40","1,250.50",-0.71%
10-Dec-13,"1,260.72","1,240.82","1,267.74","1,237.97",1.59%
9-Dec-13,"1,240.94","1,229.58","1,243.19","1,225.38",0.98%
6-Dec-13,"1,228.85","1,225.22","1,243.61","1,212.41",0.32%
5-Dec-13,"1,224.88","1,243.77","1,244.00","1,217.30",-1.51%
4-Dec-13,"1,243.66","1,223.89","1,250.75","1,211.89",1.62%
3-Dec-13,"1,223.89","1,220.04","1,226.38","1,215.98",0.31%
2-Dec-13,"1,220.05","1,251.42","1,251.42","1,217.78",-2.67%
29-Nov-13,"1,253.49","1,246.24","1,256.11","1,242.26",0.75%
28-Nov-13,"1,244.15","1,237.76","1,245.82","1,235.32",0.55%
27-Nov-13,"1,237.40","1,243.42","1,254.81","1,236.65",-0.47%
26-Nov-13,"1,243.30","1,252.60","1,256.89","1,239.89",-0.74%
25-Nov-13,"1,252.60","1,242.08","1,253.54","1,227.72",0.72%
