Date,Price,High,Low,BTC_Price,SP_Price
2020-02-04,1552.56,1579.57,1549.14,9197.4,3297.59
2020-02-05,1556.7,1562.5,1547.4,9612.0,3334.69
2020-02-06,1566.85,1568.55,1552.46,9744.9,3345.78
2020-02-07,1570.29,1574.18,1562.39,9805.2,3327.71
2020-02-10,1572.3,1577.23,1568.01,9850.2,3352.09
2020-02-11,1567.71,1574.17,1562.29,10247.0,3357.75
2020-02-12,1565.63,1570.59,1561.8,10339.0,3379.45
2020-02-13,1576.39,1578.24,1565.53,10222.0,3373.94
2020-02-14,1584.7,1585.05,1573.12,10335.0,3380.16
2020-02-17,1581.1,1584.81,1578.6,9708.0,3370.29
2020-02-18,1601.92,1605.45,1583.09,10183.0,3370.29
2020-02-19,1611.64,1613.04,1599.53,9592.2,3386.15
2020-02-20,1619.7,1623.79,1603.98,9608.1,3373.23
2020-02-21,1643.7,1649.15,1618.94,9693.5,3337.75
2020-02-24,1660.72,1689.11,1652.37,9674.1,3225.89
2020-02-25,1635.38,1660.86,1629.1,9327.5,3128.21
2020-02-26,1639.96,1655.09,1625.79,8813.2,3116.39
2020-02-27,1642.35,1660.57,1635.65,8825.8,2978.76
2020-02-28,1585.13,1649.48,1565.86,8728.0,2954.22
2020-03-02,1590.73,1611.03,1579.7,8938.1,3090.23
2020-03-03,1639.77,1649.55,1587.86,8791.1,3003.37
2020-03-04,1635.83,1651.65,1632.06,8788.6,3130.12
2020-03-05,1670.61,1674.69,1635.07,9090.8,3023.94
2020-03-06,1674.23,1692.1,1648.12,9180.6,2972.37
2020-03-09,1680.2,1702.96,1657.74,7967.3,2746.56
2020-03-10,1649.36,1680.53,1642.15,7913.8,2882.23
2020-03-11,1635.03,1671.13,1632.97,7969.6,2741.38
2020-03-12,1577.08,1650.47,1561.01,4927.0,2480.64
2020-03-13,1529.7,1597.72,1506.86,5625.4,2711.02
2020-03-16,1514.61,1573.49,1451.5,5058.5,2386.13
2020-03-17,1528.57,1553.26,1465.81,5345.2,2529.19
2020-03-18,1486.3,1546.22,1472.86,5416.2,2398.1
2020-03-19,1471.0,1501.05,1464.18,6173.4,2409.39
2020-03-20,1498.24,1516.25,1460.3,6205.8,2304.92
2020-03-23,1553.81,1561.48,1485.1,6491.2,2237.4
2020-03-24,1622.03,1638.72,1553.41,6762.0,2447.33
2020-03-25,1613.79,1643.05,1587.2,6688.2,2475.56
2020-03-26,1632.39,1647.28,1595.84,6750.7,2630.07
2020-03-27,1623.5,1637.86,1612.22,6370.0,2541.47
2020-03-30,1623.3,1639.61,1608.72,6407.6,2626.65
2020-03-31,1571.31,1626.27,1566.23,6427.7,2584.59
2020-04-01,1595.05,1603.41,1566.97,6675.0,2470.5
2020-04-02,1613.79,1621.15,1579.04,6818.3,2526.9
2020-04-03,1618.45,1626.07,1606.3,6740.8,2488.65
2020-04-06,1663.0,1669.97,1597.5,7346.0,2663.68
2020-04-07,1648.95,1673.55,1641.89,7203.0,2659.41
2020-04-08,1646.52,1657.69,1641.94,7367.0,2749.98
2020-04-09,1684.07,1691.17,1643.1,7293.5,2789.82
2020-04-10,1689.9,1697.5,1676.0,6875.5,2761.63
2020-04-13,1714.32,1723.88,1674.87,6848.7,2761.63
2020-04-14,1729.7,1747.85,1708.55,6872.4,2846.06
2020-04-15,1716.6,1732.27,1707.71,6633.8,2783.36
2020-04-16,1718.4,1739.17,1707.88,7114.9,2799.55
2020-04-17,1684.69,1719.12,1679.37,7045.8,2874.56
2020-04-20,1694.11,1703.46,1671.49,6841.9,2823.16
2020-04-21,1687.02,1698.6,1661.39,6850.0,2736.56
2020-04-22,1714.82,1719.65,1680.09,7133.0,2799.31
2020-04-23,1731.58,1739.74,1706.26,7495.2,2797.8
2020-04-24,1729.43,1737.44,1710.21,7506.8,2836.74
2020-04-27,1715.57,1727.93,1705.68,7777.7,2878.48
2020-04-28,1708.64,1716.04,1691.63,7755.8,2863.39
2020-04-29,1712.39,1717.76,1697.55,8773.3,2939.51
2020-04-30,1685.05,1723.17,1680.64,8635.3,2912.43
2020-05-01,1700.41,1706.53,1670.06,8822.9,2830.71
2020-05-04,1701.69,1712.57,1691.84,8865.8,2842.74
2020-05-05,1707.17,1712.9,1691.45,9020.1,2868.44
2020-05-06,1685.89,1709.34,1682.28,9157.9,2848.42
2020-05-07,1717.94,1723.06,1683.5,9979.6,2881.19
2020-05-08,1702.65,1723.91,1701.06,9792.8,2929.8
2020-05-11,1697.35,1712.64,1691.59,8555.0,2930.32
2020-05-12,1702.72,1711.79,1693.17,8811.4,2870.12
2020-05-13,1715.99,1719.02,1698.81,9312.0,2820.0
2020-05-14,1730.65,1737.41,1710.51,9791.0,2852.5
2020-05-15,1743.0,1752.13,1727.93,9313.3,2863.7
2020-05-18,1732.32,1765.94,1727.2,9714.8,2953.91
2020-05-19,1745.11,1748.76,1725.66,9770.1,2922.94
2020-05-20,1749.5,1754.77,1741.89,9502.0,2971.61
2020-05-21,1726.33,1751.01,1717.1,9059.5,2948.51
2020-05-22,1736.07,1740.07,1723.62,9162.4,2955.45
2020-05-25,1729.57,1736.01,1721.45,8902.0,2991.77
2020-05-26,1712.45,1736.07,1708.3,8845.5,2991.77
2020-05-27,1709.26,1716.37,1693.82,9210.3,3036.13
2020-05-28,1719.4,1727.52,1707.11,9589.3,3029.73
2020-05-29,1728.3,1737.71,1712.53,9426.2,3044.31
2020-06-01,1740.33,1744.84,1727.26,10221.0,3055.73
2020-06-02,1727.96,1745.26,1721.4,9530.0,3080.82
2020-06-03,1698.64,1733.8,1689.54,9672.0,3122.87
2020-06-04,1711.83,1721.62,1696.9,9790.7,3112.35
2020-06-05,1685.83,1717.25,1670.74,9620.5,3193.93
2020-06-08,1697.96,1700.9,1677.52,9783.2,3232.39
2020-06-09,1714.57,1721.04,1692.2,9770.8,3207.18
2020-06-10,1737.1,1740.06,1708.47,9898.8,3190.14
2020-06-11,1727.51,1744.92,1721.58,9272.2,3002.1
2020-06-12,1730.8,1743.16,1722.57,9468.3,3041.31
2020-06-15,1725.53,1734.53,1704.31,9433.9,3066.59
2020-06-16,1727.46,1733.12,1716.43,9534.4,3124.74
2020-06-17,1727.04,1730.41,1713.22,9473.3,3113.49
2020-06-18,1722.99,1737.17,1717.57,9400.0,3115.34
2020-06-19,1743.61,1745.36,1721.18,9315.5,3097.74
2020-06-22,1755.44,1763.42,1743.27,9697.7,3117.86
2020-06-23,1767.54,1771.25,1747.43,9635.1,3131.29
2020-06-24,1762.43,1779.61,1760.8,9312.1,3050.33
2020-06-25,1761.81,1769.04,1755.49,9257.0,3083.76
2020-06-26,1771.47,1772.12,1747.67,9173.1,3009.05
2020-06-29,1772.28,1775.72,1765.78,9194.4,3053.24
2020-06-30,1781.67,1786.02,1765.35,9150.6,3100.29
2020-07-01,1770.31,1789.48,1759.27,9239.9,3115.86
2020-07-02,1776.14,1779.83,1757.68,9100.0,3130.01
2020-07-03,1775.05,1777.43,1772.48,9073.9,3179.72
2020-07-06,1783.9,1787.09,1770.13,9361.0,3179.72
2020-07-07,1795.26,1797.59,1773.79,9267.5,3145.32
2020-07-08,1810.78,1818.13,1791.62,9447.0,3169.94
2020-07-09,1803.19,1816.26,1795.82,9248.9,3152.05
2020-07-10,1798.9,1810.76,1794.28,9305.7,3185.04
2020-07-13,1803.39,1813.45,1798.01,9252.0,3155.22
2020-07-14,1807.79,1811.03,1791.46,9263.4,3197.52
2020-07-15,1811.9,1814.79,1802.72,9210.1,3226.56
2020-07-16,1797.05,1813.74,1795.02,9149.9,3215.57
2020-07-17,1809.9,1812.03,1795.11,9167.3,3224.73
2020-07-20,1816.09,1820.73,1805.6,9179.2,3251.84
2020-07-21,1842.22,1843.89,1815.57,9402.0,3257.3
2020-07-22,1872.07,1872.64,1840.75,9557.7,3276.02
2020-07-23,1887.44,1898.4,1862.8,9615.0,3235.66
2020-07-24,1901.46,1906.54,1881.56,9559.4,3215.63
2020-07-27,1942.42,1945.71,1899.73,11044.0,3239.41
2020-07-28,1959.51,1981.22,1907.7,10932.0,3218.44
2020-07-29,1970.73,1980.8,1944.97,11117.0,3258.44
2020-07-30,1960.5,1971.87,1939.67,11123.0,3246.22
2020-07-31,1975.9,1980.45,1955.4,11350.0,3271.12
2020-08-03,1977.26,1985.28,1960.4,11226.5,3294.61
2020-08-04,2018.07,2019.88,1968.5,11184.0,3306.51
2020-08-05,2039.4,2055.68,2009.77,11735.8,3327.77
2020-08-06,2063.19,2069.77,2034.71,11759.0,3349.16
2020-08-07,2034.62,2073.41,2015.55,11580.0,3351.28
2020-08-10,2027.26,2050.01,2019.41,11892.0,3360.47
2020-08-11,1911.25,2032.19,1901.69,11379.8,3333.69
2020-08-12,1917.82,1949.45,1864.3,11591.0,3380.35
2020-08-13,1953.03,1966.43,1912.93,11792.5,3373.43
2020-08-14,1943.76,1962.84,1932.65,11761.0,3372.85
2020-08-17,1986.45,1990.65,1929.74,12300.0,3381.99
2020-08-18,2000.95,2015.45,1977.84,11961.8,3389.78
2020-08-19,1929.54,2006.68,1924.82,11778.0,3374.85
2020-08-20,1942.6,1955.44,1925.12,11884.0,3385.51
2020-08-21,1939.4,1956.08,1911.65,11531.0,3397.16
2020-08-24,1932.45,1961.89,1924.01,11768.0,3431.28
2020-08-25,1927.94,1937.69,1914.42,11341.0,3443.62
2020-08-26,1953.45,1954.98,1902.77,11471.0,3478.73
2020-08-27,1928.91,1976.6,1910.22,11343.0,3484.55
2020-08-28,1964.49,1973.91,1923.7,11545.0,3508.01
2020-08-31,1969.75,1976.47,1954.58,11671.0,3500.31
2020-09-01,1970.14,1992.38,1963.2,11942.0,3526.65
2020-09-02,1942.62,1974.45,1932.76,11408.0,3580.84
2020-09-03,1930.52,1951.19,1921.99,10170.0,3455.06
2020-09-04,1932.45,1942.25,1916.67,10484.7,3426.96
2020-09-07,1928.82,1941.44,1924.57,10397.0,3331.84
2020-09-08,1930.93,1940.84,1906.67,10149.8,3331.84
2020-09-09,1946.66,1950.95,1920.2,10240.0,3398.96
2020-09-10,1954.07,1966.5,1941.42,10355.0,3339.19
2020-09-11,1941.5,1957.95,1937.42,10405.0,3340.97
2020-09-14,1956.37,1962.52,1937.46,10686.0,3383.54
2020-09-15,1955.52,1972.35,1948.64,10797.0,3401.2
2020-09-16,1959.32,1973.63,1949.89,10971.3,3385.49
2020-09-17,1942.6,1963.48,1932.99,10959.0,3357.01
2020-09-18,1949.69,1960.2,1941.79,10957.2,3319.47
2020-09-21,1912.57,1955.75,1883.21,10434.0,3281.06
2020-09-22,1899.28,1919.99,1894.93,10549.0,3315.57
2020-09-23,1863.55,1905.56,1855.77,10263.0,3236.92
2020-09-24,1868.04,1877.3,1848.45,10754.0,3246.59
2020-09-25,1860.05,1875.28,1852.59,10708.0,3298.46
2020-09-28,1880.85,1883.39,1849.19,10712.0,3351.6
2020-09-29,1897.69,1899.24,1875.56,10856.0,3335.47
2020-09-30,1885.44,1902.39,1881.31,10794.0,3363.0
2020-10-01,1905.05,1912.09,1884.48,10634.0,3380.8
2020-10-02,1898.7,1917.28,1889.57,10586.0,3348.44
2020-10-05,1912.9,1918.74,1886.81,10807.0,3408.63
2020-10-06,1877.13,1921.1,1874.57,10613.7,3360.95
2020-10-07,1887.22,1898.31,1873.05,10687.0,3419.45
2020-10-08,1893.09,1900.73,1881.86,10943.0,3446.83
2020-10-09,1929.43,1930.83,1893.32,11071.0,3477.13
2020-10-12,1921.95,1933.45,1918.19,11560.0,3534.22
2020-10-13,1890.82,1925.73,1886.59,11442.0,3511.93
2020-10-14,1900.89,1913.03,1882.44,11440.0,3488.67
2020-10-15,1907.82,1909.22,1889.46,11509.0,3483.34
2020-10-16,1898.97,1914.06,1897.59,11325.0,3483.81
2020-10-19,1904.27,1918.59,1897.09,11757.0,3426.92
2020-10-20,1906.39,1914.2,1894.74,11925.0,3443.12
2020-10-21,1924.49,1931.41,1907.94,12825.0,3435.56
2020-10-22,1904.04,1926.0,1894.8,12988.0,3453.49
2020-10-23,1900.79,1914.3,1894.54,12935.0,3465.39
2020-10-26,1901.69,1908.55,1890.9,13061.0,3400.97
2020-10-27,1906.83,1911.34,1897.47,13626.3,3390.68
2020-10-28,1877.06,1911.03,1869.59,13272.0,3271.03
2020-10-29,1867.13,1885.42,1859.67,13451.0,3310.11
2020-10-30,1877.95,1889.85,1864.64,13568.0,3269.96
2020-11-02,1895.1,1896.12,1873.21,13563.0,3310.24
2020-11-03,1908.36,1910.71,1886.81,14025.0,3369.16
2020-11-04,1903.21,1916.68,1883.15,14160.0,3443.44
2020-11-05,1948.56,1952.95,1902.43,15574.0,3510.45
2020-11-06,1951.51,1960.77,1935.4,15571.7,3509.44
2020-11-09,1861.86,1965.92,1850.36,15329.0,3550.5
2020-11-10,1876.5,1890.6,1860.3,15312.0,3545.53
2020-11-11,1864.71,1884.93,1856.05,15710.0,3572.66
2020-11-12,1875.76,1883.88,1862.46,16294.0,3537.01
2020-11-13,1888.04,1897.16,1873.76,16310.0,3585.15
2020-11-16,1888.52,1899.35,1864.74,16710.0,3626.91
2020-11-17,1878.6,1893.9,1877.69,17674.9,3609.53
2020-11-18,1871.41,1884.92,1863.94,17773.0,3567.79
2020-11-19,1867.37,1874.34,1852.48,17810.0,3581.87
2020-11-20,1870.49,1879.98,1860.66,18669.0,3557.54
2020-11-23,1835.85,1876.72,1830.85,18373.0,3577.59
2020-11-24,1807.51,1839.26,1800.69,19134.8,3635.41
2020-11-25,1805.3,1817.98,1801.33,18730.0,3629.65
2020-11-26,1810.57,1818.78,1805.31,17219.0,3638.35
2020-11-27,1788.13,1813.81,1773.93,17169.3,3638.35
2020-11-29,1786.84,1789.99,1785.56,18196.0,3621.63
2020-11-30,1781.29,1787.61,1764.66,19560.0,3621.63
